name,chapter,email,phone,website,address,desc
"Terracon Consultants, Inc.",Sierra Chapter,ryan.king@terracon.com,916 8581579 (Phone),http://www.terracon.com,"50 Goldenland Court,  Suite100, Sacramento, California, 95834","Terracon is a dynamic and growing consulting firm providing multiple related service lines to clients at local, regional and national levels. Our services are delivered on a timely basis with consistently high value and attention to client needs. Services include geotechnical, environmental, construction materials and facilities. Since 1965, our employee-owned firm has delivered success for clients and employees. We help our clients succeed in their business ventures by effectively executing projects, controlling costs and managing risk. Our clients appreciate this approach, and they know that we intend to be with them for the long term."
"MSO Technologies, Inc.",Channel Coast,dpatrick@msotech.com,805 379-8668 (Phone); 805 379-8677 (Fax),http://www.msotech.com,"2985 East Hillcrest Drive, Suite 101, Thousand Oaks, California, 91362","MSO provides engineering services for the design, installation, programming, and commissioning of industrial automation and information systems. Target industries include municipal agencies, power utilities, aerospace and other private sector industries."
"Cornerstone Structural Engineering Group, Inc.",San Joaquin Valley,scullers@cseg.com,559 320-3200 (Phone); 559 320-3201 (Fax),http://www.cseg.com,"986 West Alluvial Avenue, Suite 201, Fresno, California, 93711","Cornerstone Structural Engineering Group, Inc. offers structural engineering design and construction inspection services to public agencies, developers, architects, and other professional clients on a wide variety of infrastructure and building projects. Centrally located in the heart of the San Joaquin Valley and with a branch office in San Francisco, Cornerstone Structural Engineering Group serves clients throughout California from Los Angeles to the San Francisco Bay Area."
"Northwest Hydraulic Consultants, Inc.",,bmcdaniel@nhcwater.com,,,"2600 Capitol Avenue, Suite 140, Sacramento, California","Northwest Hydraulic Consultants is an international consulting firm of engineers and scientists providing professional services for the development, management and protection of water resources.  NHC provides services in hydrology, hydraulics, geomorphology, sediment transport and water quality to a variety of federal, state, municipal, and private clients.  Project experience includes hydrologic and hydraulic studies for flood control and channel stabilization, design of river stabilization techniques, analysis and design of urban stormwater systems, and restoration of rivers, lakes, estuaries, and wetlands."
RRM Design Group,San Luis,rcamacho@rrmdesign.com,805 5431794 (Phone),,"3765 South Higuera Street, Suite 102, San Luis Obispo, California","Civil engineering, land planning, surveying, construction administration, architecture and landscape architecture."
HNTB Corporation,Los Angeles County,tfermelia@hntb.com,310 417-8777 (Phone),http://www.hntb.com,"6033 West Century Blvd., Los Angeles, California, 90045","HNTB Corporation is a full service architectural, engineering and planning firm, with over ninety years of experience. HNTB has extensive experience in the areas of highway and street design, bridge design, transit and rail design, airport design, urban planning, general architecture, interior design, and mechanical and electrical design, construction management and design/build."
Jules Engineering Management - Advisors,Riverside/San Bernardino,rjc@jemadv.com,949 540-5538 (Phone),http://www.jemadv.com,"28447 Sunflower Street, Highland, California, 92346","Jules Engineering Management - Advisors (JEM Advisors) specializes in advising Companies and Agencies in the Transportation Industry on management, operations, organization and the pursuit and delivery of transportation infrastructure projects such as roads, highways, freeways, and railroad facilities. We provide these services in the areas of program/construction management and design support activities."
Grit Force,Orange County,jinesh@gritforceinc.com,951 8400541 (Phone),,"4862 Corsica Drive, Cypress, California, 90630",Other
"MC Consultants, Inc.",San Diego,kai.loedel@mcconsultants.com,760 930-9966 (Phone),http://www.mcconsultants.com,"2055 Corte del Nogal, Carlsbad, California, 92011","Forensic engineering, architecture, and environmental services."
Kennedy and Associates,East Bay,fjk@fjkennedy.com,925 932-7857 (Phone); 925 465-4841 (Fax),http://www.kennedyandassociates.org,"2586 Comistas Drive, Walnut Creek, California, 94598","Public agency staff augmentation in development processing, City Surveyor and Clean Water Act (NPDES) compliance."
"Kittelson & Associates, Inc.",Non-Chapter,terney@kittelson.com,,https://www.kittelson.com,"750 The City Drive, Suite 410, Orange, California, 92868","Kittelson is a transportation planning, engineering, and research consulting firm that has served public agencies and private organizations across the US since 1985. With 25 offices and approximately 370 people across the US, Kittelson has expertise in national research; traffic operations; roadway, signal, and roundabout design; travel demand forecasting; emerging mobility/micromobility; connected/automated vehicle planning and policy; CEQA/NEPA and WMT analysis; signing and striping plans; multimodal planning; transportation safety; transportation demand management; and grant-writing."
"Carollo Engineers, Inc.",Channel Coast Chapter,gcrozes@carollo.com,805 418-9069 (Phone); 805 418-9090 (Fax),http://www.carollo.com,"707 Wilshire Blvd., Suite 3920, Los Angeles, California, 90017","Carollo Engineers offers over six decades of experience in water, wastewater, energy, solid waste, storm drainage, and related projects. The scope of services to municipal, regional, and industrial clients includes technical and economic feasibility studies, planning and conceptual development, detailed engineering and design, procurement, expediting, and construction management services, start-up, and operations assistance and training."
"Biggs Cardosa Associates, Inc.",Bay Bridge,kcordtz@biggscardosa.com,415 986-1911 (Phone); 415 986-1918 (Fax),,"40 Federal Street, San Francisco, California, 94107","Biggs Cardosa Associates, Inc. offers structural engineering design and inspection services to public agencies, developers, professional engineers, design/build contractors and architects on a wide variety of projects including commercial and industrial buildings, transportation facilities, retail complexes and institutional facilities."
"MacKay & Somps Civil Engineers, Inc.",Sierra,roseville@msce.com,916 773-1189 (Phone); 916 773-2595 (Fax),http://www.msce.com,"1025 Creekside Ridge Road, Roseville, California, 95661","Civil engineering, Land planning, and Land surveying, since 1953"
NV5,Non-Chapter,jeff.pallesen@nv5.com,858 277-6020 (Phone); 858 277-6022 (Fax),http://www.nv5.com,"9444 Balboa Avenue, Suite 270, San Diego, California, 92123","Civil engineering consultants throughout California for public and private entities. Experienced in transportation, land development, public works, program and construction management, water and wastewater facilities, education and correction facilities."
Provost & Pritchard Consulting Group,Non-Chapter,acollins@ppeng.com,866 776-6200 (Phone),,"1194 Hwy. 49, Suite B, Sonora, California, 95370","Provost & Pritchard Consulting Group is a diverse civil engineering and land surveying firm engaged in water resources and land development engineering. Specialties include municipal water, wastewater, flood control and drainage, irrigation and water district management and engineering, on-farm irrigation and drainage, municipal infrastructure, subdivision and site development engineering, land surveying, GIS services and dairy design and regulatory compliance."
Rincon Consultants,Affiliate,nchavez@rinconconsultants.com,805 644-4455 (Phone),https://www.rinconconsultants.com,"180 N. Ashwood, Ventura, California, 93003","Rincon Consultants, Inc. provides environmental science, planning and engineering services. Delivering innovative, sustainable solutions for natural resource management and environmental compliance, the firm's multidisciplinary team offers expert support in urban planning, environmental science, engineering air and noise quality, biology and cultural resources."
